tx_hash,from_address,to_address,amount,timestamp,block_number,gas_fee
c68f1de2-ab5e-4276-a237-eec7206532fc,0x07dd127b9eae4734833ab9b1d64fd698,0x02d0b4c8f7a84a1fbc0b9ddc6772ee3e,113.524164,2025-10-23 13:49:09.864262,1004522,0.150641
bad6c1b6-12e2-4d65-bc26-8b85529c44c5,0x568f985ad257496cb02cd99b8b3dd53f,0x2d928590af034e86ad31107b0a67da77,220.02121,2025-10-23 13:49:09.864262,1003967,0.224079
88e3d802-91fb-4882-9097-9700eb6b32c8,0xd0a63798979a45a983ca7fdb1cf4e67b,0x0d8152a1ef3646969342cb30152d3fb4,138.09523,2025-10-23 13:49:09.864262,1003426,0.297935
73f77eb0-3607-43ea-a4a6-3c35d0cc76a0,0xc3f32878f7c4412ebd2bbfe9c412901e,0x9e1e252736704f59b3e6d1150ff9fdf2,181.865394,2025-10-23 13:49:09.864262,1004694,0.270414
6657b68f-9d5c-419a-9405-39f038da69a4,0x1574bf1f0f5f40ee895b09763a78ce6a,0x42cca27e2eac431aadcbe06c4ae9d328,220.464039,2025-10-23 13:49:09.864262,1001162,0.285444
506e3573-bc3f-4311-be5e-009d33838621,0x734ab005e0be4cb1ba3d6d900c6e851b,0x20d0353f1f074c63b6e929fc31c49eb9,282.248072,2025-10-23 13:49:09.864262,1005080,0.630248
f78fe062-5519-4a69-9f13-17babb203120,0xb02d46bc4bef4569b0e791d07b31e69c,0xe152b988b5df41aea7349730685851fc,271.213393,2025-10-23 13:49:09.864262,1004986,0.561784
3d5aa74d-8e29-48d3-aeae-f05b2ec84c94,0x04b43cc2e47b4ce781be7afbf75787d5,0xf9ea91f271a04162bdc75c3a2050e184,107.412028,2025-10-23 13:49:09.864262,1003109,0.186458
4c3bd180-5d86-4b8b-8c77-1c7ea57bbcaa,0xd0c148648e9545d28cb3a1583689d517,0x19a9988bab89424f8245eca0336422e5,43.596029,2025-10-23 13:49:09.864262,1004040,0.07334
72ba175d-dc1f-4279-8682-b758b0208bce,0x9b6004b7b8ab42bd8bbcdc780c663b79,0x0b4b8cdb814043148f67a5a59576ad8c,52.43517,2025-10-23 13:49:09.864262,1000851,0.088384
0459245f-13b8-49e6-aeca-51fa00358030,0x36bf0c205ecb4106905e52e19ef0c4f5,0x829adb06550f402fad12ba146fa4850a,59.235317,2025-10-23 13:49:09.864262,1001474,0.123176
fe047673-cb40-4bf7-8b11-3762fe42d7f6,0x990e39e0dbf8464fbb8ebe3fd1d68d16,0x54ef587ec4ec40e78f0245192e2dd6d3,141.38546,2025-10-23 13:49:09.864262,1003512,0.394623
ccf9c827-8b63-4203-94e5-1bb2829e29d0,0xab1e7433604a42c6a49a8768add11fb6,0x8e99b3c87ce84b79a50f03f3ed174df9,110.62271,2025-10-23 13:49:09.864262,1003232,0.212924
44801ae6-effe-4218-bd79-0783d0fb0fc1,0x8e5549bbe5da49818b471f956afb92a3,0x3fca63319aea487087e4d652fd482ec6,45.412448,2025-10-23 13:49:09.864262,1004602,0.072401
e4507439-9f9d-43ca-ad88-22727cb144e2,0x5a9ef1b4caca43c58661d0f14b890f0c,0x8e767bcef0ea46b7a9617e35973c60b5,53.273827,2025-10-23 13:49:09.864262,1003661,0.057951
b034e199-f4e0-418b-b947-0e720e49ae3f,0x921c858c912346e580dab438f1cc9c63,0xa2d06ee6f32b4f7f955588ab737401b9,145.269719,2025-10-23 13:49:09.864262,1004234,0.171518
e6312dc8-21ba-426d-b869-1736ca2d04d4,0x1726d89b2030443abbc77f9ed9d8c827,0xe30d14a76646451a842639a89fb05c18,182.822689,2025-10-23 13:49:09.864262,1003820,0.504776
7ad33f13-ef1e-432e-87e3-a7f278bfaea8,0xed2206eefde040ada7884ac51417242e,0xbeb178dc026e4325bbc5193334a185dc,285.431872,2025-10-23 13:49:09.864262,1003198,0.456031
424ee823-3322-4339-808d-f55022922e18,0xf1895769f3ad44a295bec72bb76de59f,0x81eb3b4978534cd395c146a2f592dd8d,241.187511,2025-10-23 13:49:09.864262,1001013,0.435761
49dded93-0ff2-4768-8aa4-80742b3bfb37,0xf456b340eb144e92923009cd67cb081d,0xe76a20bb38254ac3b592a7f80629e76a,69.934866,2025-10-23 13:49:09.864262,1001041,0.147881
03be9b04-fead-4a27-a14b-d784f60beb40,0xceca4cdd3f2a478887d21d9ce6acf277,0x19f5dcffe5d44f46949df04db87a5ce8,43.787649,2025-10-23 13:49:09.864262,1002287,0.129245
e6bbd874-0cc6-44a9-b2eb-28f8945d4a32,0x709e7d3f18b54e4a853020da1b26df8b,0x9f32c832bbd54567ab20ba446674a522,98.958774,2025-10-23 13:49:09.864262,1003029,0.255104
219ecaec-0d4b-4cc2-93a1-e237dde9d8f3,0x9750791d871644aabad5d787c22a8fa2,0xc3f32878f7c4412ebd2bbfe9c412901e,143.379895,2025-10-23 13:49:09.864262,1004868,0.219787
78eadd3f-eabb-4d36-82ff-ca9d0e270ce3,0xe3ecb4c0324a4142a73085f3a425d1a0,0x8af558e747b24c86befa3d588be2ab5b,284.230572,2025-10-23 13:49:09.864262,1004621,0.377795
c44fc8bd-9ac6-466a-8b67-c86de248e652,0x6de89969847146f3955e3981c7d1d97b,0xf3ba6f916aa447609816890be31f6958,100.937821,2025-10-23 13:49:09.864262,1003710,0.263549
e9b762a0-8080-4ae7-a6b6-02ac6b814e67,0xe954f7db54794f90b9842740f297263d,0xcdaf3dd688244d89afe99584b606329f,90.654934,2025-10-23 13:49:09.864262,1003735,0.206762
023e0f9d-3669-41ad-b519-bbedb6d5ddae,0xe72b22212a564550ac37b1d7e7fefe20,0x0252cb4a7ced4dd6aee2910c6675565a,275.246811,2025-10-23 13:49:09.864262,1004252,0.322366
4f355e4e-b2ea-4af3-811c-509ce1e7ef5f,0x3a4de11864cb4f1594b5813b91eb54ff,0x7cf0010d81784a6594461dadc50ecfbe,275.151963,2025-10-23 13:49:09.864262,1001226,0.492214
96fa03c0-6b8b-45b2-9065-5e7a6aba84da,0xae481529291742cab4f263575c3bcbfb,0x86ae70fc185d44d4a7d9f2811148b129,125.552505,2025-10-23 13:49:09.864262,1004797,0.376299
108b8329-9282-4d8f-8137-72f911ef3d51,0x54825f054f6d4aadb1d9a8445385fd76,0xc4d532fc3a7d4592b3438241fc66455b,150.363162,2025-10-24 13:49:09.864262,1002857,0.320308
efe0779b-f28a-4c27-a7f1-3aee272118ea,0x4a7efe2f43284dff86a2ff4db0a0de84,0x7cf0010d81784a6594461dadc50ecfbe,171.027544,2025-10-24 13:49:09.864262,1002535,0.264636
aa830ec6-854c-42da-90e4-bc6970a1f7df,0x52b6e31759cf4aaab95d74635cde8c5e,0x28a5ade2e9ef4113bc7a49274b543a9a,71.74506,2025-10-24 13:49:09.864262,1001801,0.179927
dd12f974-ad84-4061-86af-b72871603afb,0xe4f73a33a4e74891b3ab762fdee4ea14,0xbed73b73ffec420d9c6f76c6b006062b,180.470909,2025-10-24 13:49:09.864262,1004993,0.228506
7fc68737-5f52-499e-88da-ed1b97ce0c99,0x9859cc9ae6f34574accb38377c9541f2,0x9d72f7e4009b4d24a25e5476e9432c56,66.47042,2025-10-24 13:49:09.864262,1002734,0.154297
5141fd5a-944b-4680-9997-1f552ad46f04,0x8a890876c3474549b5c80fc1f4600a6a,0x086464217e074d08bb8bc5ce380da74e,219.081485,2025-10-24 13:49:09.864262,1004405,0.488528
585a6af4-8ca8-43f3-a31e-054497ee3883,0xfeb40df51e2a4dfe9bf70b36cc9e307e,0x7b434e9c285c4b75b0db3668c4f72116,276.468659,2025-10-24 13:49:09.864262,1003417,0.334654
d204b5e6-9b10-4ae0-b13e-b29c0d424f72,0x535981396b5e4232903129a781d8bcfd,0xd7dacc8a2866464fbe8caa75615067f3,217.801878,2025-10-24 13:49:09.864262,1001441,0.280298
219a046e-49ef-4df8-b17a-b62cabf074da,0x0584f8c7df8a4fddba547c9aab7bc812,0xd08ec4478f0940c8a14e0f47b2c188a7,115.727163,2025-10-24 13:49:09.864262,1002784,0.284359
e2d96f59-b264-4b85-b217-121dba958aa7,0x19774162b0fd48c0814788831b933004,0x1287328d4637443e9c7a316fdc657c1d,17.986073,2025-10-24 13:49:09.864262,1002785,0.053017
9b811274-2c51-4f9e-a0cc-06e0af41ed71,0x8bd11f9aec3d41d6acea16ca1c5f090e,0xef25faa35687426dad7f5e6db0779e09,144.246158,2025-10-24 13:49:09.864262,1005225,0.205235
886a3647-a91e-4f5d-a28e-00011f33fbd4,0xf41095a6a95d4aa58ea0b827fa4a7d72,0x29c48a52925a499c979158ecd87be245,93.57019,2025-10-24 13:49:09.864262,1003371,0.136159
93cb60a9-0b8e-409f-9734-8f2840448862,0xc7d9bb62165d4277b082d5fc0c44adb8,0xd36df08ce119465b8006213d1c03b899,133.454067,2025-10-24 13:49:09.864262,1004442,0.167389
20eb2238-62fe-4932-ba9a-89999c710986,0x40f22ddfcee04e859a3f18510422112a,0x66807ffb4275488d871fcd87577ac072,128.507816,2025-10-24 13:49:09.864262,1003469,0.379672
dc72dd95-3202-4df0-a3f8-0c61b4223c31,0x989881a1915a4449918c041d84a7d609,0x9c35cc1161c84d5f8a174b9d2826a09e,156.350338,2025-10-24 13:49:09.864262,1004214,0.330623
e8d11fb8-ed8c-40dc-a15d-977eea9809af,0xf3af01068f9747ffb8f680756580dc13,0x626f303258684eb78a16817daed5d93d,166.330618,2025-10-24 13:49:09.864262,1005201,0.405634
52d438f4-2ebc-4ec0-af3e-f855dffe8c81,0xc3965205aa2145138dd1a8c885693a03,0xb823320ef1fd4f5ba8e499380833dcde,196.603569,2025-10-24 13:49:09.864262,1000810,0.229102
f1297ba3-1a5b-4f36-9521-9270432828b5,0xae481529291742cab4f263575c3bcbfb,0xaba72890ffed4dc68df606965d55634d,37.244153,2025-10-24 13:49:09.864262,1002773,0.072203
aa6b96ea-b5aa-4565-a8ef-0e700c247f8a,0xe4f73a33a4e74891b3ab762fdee4ea14,0xb823320ef1fd4f5ba8e499380833dcde,84.607974,2025-10-24 13:49:09.864262,1003314,0.13805
b474b2af-f07e-4d29-a3ec-4d56a62de3fe,0x0c2d82a7b93148dfb11d118b7ee7a085,0xab93b0517192470d8839fc5c7100a480,160.082067,2025-10-24 13:49:09.864262,1004041,0.27562
381b3ae3-aa0b-4318-b5b1-1f63236877e0,0x90e6ca05e5714d80baf557e46a816ff6,0xb6f65259856f493987819632f0989003,79.143173,2025-10-24 13:49:09.864262,1002217,0.101836
abbb842b-6e99-4dfd-bbb4-d7ad1a944371,0x16a88448cbfc444c8746207d7da7bb88,0x3fca63319aea487087e4d652fd482ec6,277.269217,2025-10-24 13:49:09.864262,1002282,0.792364
64418948-27c1-46d8-906b-117c96849558,0x3a03076f33f04d77a9ab2a4b452e2a2d,0x9f2abf9f06474f1a89dc5c9066d8fa84,269.792085,2025-10-24 13:49:09.864262,1003818,0.618568
fab2b15d-3954-4d86-bb50-2929cb2b7f67,0xb62faf3d7c7b495586de26a4f67bfa52,0x6f4fbb6338b042beaffcb06b480fe574,133.76472,2025-10-24 13:49:09.864262,1003640,0.397684
8cdb6b93-2d67-4a23-9c2d-bb5213c428d9,0x86ae70fc185d44d4a7d9f2811148b129,0x7078eb5a46154fecbe34ffaf4fcc19bc,141.813257,2025-10-24 13:49:09.864262,1001233,0.16995
032456cb-f6d5-4c1f-abf7-cdf3e62f62b7,0xcf828a5f3fa04cbf9113ea4069e571e5,0xff343320f8e541a4b89200e2065abbc8,52.335556,2025-10-24 13:49:09.864262,1002080,0.144336
02a67236-b49f-4871-8a3b-87f0f06f8d8b,0x4d76e68d69114376b613d232ad8f0de5,0xaea7280adf8544fea0f0cafe8abea226,17.511202,2025-10-24 13:49:09.864262,1003544,0.052475
a824c8a8-87fb-4e2d-92be-fbb05f9e001f,0x68131d0ab4a845ab87faf672c846a67c,0x5a999639921d4c9cb647f872e2ccca5e,236.211988,2025-10-24 13:49:09.864262,1004722,0.290068
08ef8e52-334c-42d3-80f9-88103dbfb69a,0x0dee40d177b349aa800ca1f45c50a9a8,0x11a0ac8c0c7f447ea4802ba5a450691f,38.375321,2025-10-24 13:49:09.864262,1005134,0.04247
e5ceb1ea-826b-48b0-a621-13b0719798e8,0xa5ded3ba6ae74f9687116f9dae2c7263,0x9f6be2dfe46d4d649c90dd51baf6b47b,35.399469,2025-10-24 13:49:09.864262,1003486,0.087776
816824ec-f7a1-47ee-bc3d-72e87cf1bb2a,0x31aeda9d505d4018aa76fa5bd4dfa01a,0xbe97c64e6ddf4184ad0690eeb82aa8d8,290.092018,2025-10-24 13:49:09.864262,1005097,0.646722
11b4accf-da3b-4f0d-b521-935bcb5f72ff,0x532b7cb3d70440a3b24f9521e8b38888,0xd7c9dd44dc3749a9aeba11817da66a02,193.094201,2025-10-24 13:49:09.864262,1001915,0.338955
8aa3227b-e6f9-4259-8bb7-26a5817fe2fe,0x90b6d940302e4b38ba894ac0f16ffa22,0xea1c7bc6900e4973afdfe88fe8b4f944,146.772506,2025-10-24 13:49:09.864262,1001856,0.180805
f47c8f11-9bf4-44c3-806f-fee7ddb5ef85,0x66e31a55165f494c8da10a7739ecd972,0xdadc62d27e23497f9bb9b0d007cada51,247.682196,2025-10-24 13:49:09.864262,1004005,0.612019
e1e9c64e-a1a6-49d1-8277-21521eda74c4,0xb34454c42f37408c88996476e6e21f93,0x5799d65c05af4bfa93c610640c4f6818,133.317892,2025-10-24 13:49:09.864262,1001412,0.218353
4096af97-8e19-4ea9-b884-efc405c9ff19,0xd7dacc8a2866464fbe8caa75615067f3,0x4c96cf6d510445c2b4c760e09cf0ca66,123.598726,2025-10-24 13:49:09.864262,1004700,0.227785
03972f9a-1131-47d6-90d2-f034a996fc1d,0xd6ba38cd4f4c4a428288da8f1bf55b46,0xce2cbd6304364cb69645a9573ad4d08c,5.530271,2025-10-24 13:49:09.864262,1001871,0.01627
df73a78c-52e7-4c93-9062-4adc0a11c04a,0x8cf92ea7caf24181acc8e7d3369c4a54,0xcc796ee375784780904dc0c79051f1ab,90.031283,2025-10-24 13:49:09.864262,1002485,0.105211
5bf8a2fe-9ff0-4cc9-8e68-29300b1af692,0xaab4494f727f40b382099e46588395bf,0xc9e5d4003c784f3480301551e8230895,53.140366,2025-10-25 13:49:09.864262,1001947,0.116582
958bf361-9cc8-4c39-866c-2d283e5306a3,0x8f8aa52a4cd84bd48028842049205a28,0x3a4c11fd3edf4bfa95bd808a91a51000,59.767138,2025-10-25 13:49:09.864262,1004257,0.125701
dfea03a2-6c0a-4836-8b1f-0c5613725c06,0x73c661076fcf4ce08445db319c298b1c,0x0ae6ab5f65194f3c812690643d90eedf,92.616337,2025-10-25 13:49:09.864262,1003867,0.276959
f2bc20cf-94f3-48a4-8911-21313ae68bbe,0x3d443bb3bc6e4a1186995427394497ba,0x8e343331ec6040bcb5ff15cab909ce6d,62.349115,2025-10-25 13:49:09.864262,1001599,0.0741
df3b871f-6e04-4166-a930-a6701ed127cf,0xe30372a5f3d44890a38315f2e86662c7,0xfe3db59b7e1a4fcaab1587b8f75083f4,28.625909,2025-10-25 13:49:09.864262,1003630,0.0715
e55979d6-0334-42de-aee5-d1ab903074a3,0xaa6e1fee926c44d4a281dd461ae2ec53,0xe7ff2ecadf0f4db0a846ea5f0a114bfc,99.084749,2025-10-25 13:49:09.864262,1000957,0.180922
c827c0e7-957a-4204-aaa1-4bb53f90b2f6,0xcc796ee375784780904dc0c79051f1ab,0x257b7a709ec149c0a04859b33ba24492,279.210911,2025-10-25 13:49:09.864262,1002134,0.606613
f797c2cf-92c5-48f4-b5a5-bd8bbd4060b0,0xa610718ab6364ddc8566111b2e56d24b,0x66807ffb4275488d871fcd87577ac072,134.141145,2025-10-25 13:49:09.864262,1004308,0.364833
9e4707b4-f80e-43a5-b8a6-0fd5b954a1ce,0xd7dacc8a2866464fbe8caa75615067f3,0xde8cfdc26fd442d5a6a8dc9d7d426a28,187.310181,2025-10-25 13:49:09.864262,1004846,0.228341
a15043c7-1861-4ff3-894b-91e0048dee43,0x1cd9ca0a3ae34d5ea1436d4860708d90,0xfd16d0d817e2456eac83d7c00425a95d,274.375602,2025-10-25 13:49:09.864262,1002078,0.680957
c460f7ea-9443-4402-952f-029a59babf8d,0x59c3915bb1ea4386b1fc000c011e2bf0,0x39e73f330d174cffa7642af148192107,268.913566,2025-10-25 13:49:09.864262,1002522,0.710748
f7539fa8-184a-4fcb-b22c-80ae5cb49cf8,0x27845e5443f64a679140f4dc87bef897,0x57fc8b1803f5479a832b458043960bd9,264.796462,2025-10-25 13:49:09.864262,1003658,0.438195
a6a940e9-8cd2-41c2-8892-9bb8f3c8a233,0x5653b9637f554c0fa4419b1a26de696f,0x34185e1c584e46cebe32cf2d5151f23d,90.561641,2025-10-25 13:49:09.864262,1000995,0.131194
e3cd5dc8-542c-49d4-8f6f-3027c4578bf7,0x95b5ccb799ce4e4683712a108f47e914,0x822f21548a24413dba0cd35c67a31619,9.276457,2025-10-25 13:49:09.864262,1005022,0.018812
6a4117bc-4dce-41e2-8903-6812d0a26175,0x19f5dcffe5d44f46949df04db87a5ce8,0x17d261cbad93478ba3aaa563b4f73c2e,115.908638,2025-10-25 13:49:09.864262,1004051,0.119637
f744374f-6cb7-4213-aba1-4f908e7d11c0,0xdae777ce3cc04aac8d346f188571148f,0x7b6d2cc53dec4b9e90b6c36bdfbfc2ad,91.759253,2025-10-25 13:49:09.864262,1001004,0.221218
538015f6-24b4-4f5d-ba0d-300fb2482140,0xaee588d0e7ec45df8c9c97b13ebf05ce,0x6f05bad1892d4ec9aef52723d75064f8,253.884038,2025-10-25 13:49:09.864262,1003704,0.307385
ee92a53c-eacb-4dae-bee8-31a48fce3355,0x481f099e3e854bbebe84c16980ca5d15,0x62f927557a884b948f75de64fbc55c16,230.994367,2025-10-25 13:49:09.864262,1004321,0.270816
488a1c8b-41d3-4531-8930-756f480db237,0xa69e45dcfd6545d4a915efedc6289831,0x402ed4a591674e5ba9f5fa13c070902f,149.177527,2025-10-25 13:49:09.864262,1005182,0.26014
27220e98-523c-422c-9bb0-3f78fa0debff,0x9f6be2dfe46d4d649c90dd51baf6b47b,0xe7ff17aa18934074b27c0c6014f6689c,191.326768,2025-10-25 13:49:09.864262,1005155,0.529453
9454c5b9-7591-4eb0-a353-d2637ade76ab,0x20d0353f1f074c63b6e929fc31c49eb9,0x004c1fa1914848b5b5b1e61417ef1655,239.670763,2025-10-25 13:49:09.864262,1005175,0.303515
2ef9529b-bea9-4b33-aa9a-84be71604239,0x371a74d0e13f4cf4b95fdf1c36d8cd32,0x56601d2d1a9b4ba0817e98f21f1829dd,270.564437,2025-10-25 13:49:09.864262,1001718,0.353798
12fe522d-0772-400f-bfa5-95ef2551f041,0xb553203490914395aeba31c8d0609646,0x1b5bd85a60b24224a93944bc0e0c0978,30.398371,2025-10-25 13:49:09.864262,1001980,0.079064
b349ba90-3123-4706-a1b5-f34f9eb0a0be,0xe4f73a33a4e74891b3ab762fdee4ea14,0xe7ff2ecadf0f4db0a846ea5f0a114bfc,161.672275,2025-10-25 13:49:09.864262,1002599,0.378274
7e210824-4d77-4b70-a284-8b70d06c039b,0xdb046b419e4744a3bb362a8c8cd56161,0x691fa07cef6340bca79759f69d5e9d4b,209.51494,2025-10-25 13:49:09.864262,1002468,0.224106
5ff70985-b444-4f50-9233-3216339b8b77,0x36b99fe55e344902956c656efe1fe232,0x78e065956d6e4379afec2d6a0b0744ba,158.181552,2025-10-25 13:49:09.864262,1005111,0.25191
5cd02289-61b8-49fb-944c-749bf425794f,0x7039ed371b4b416abe59326454ddeded,0xcbb796a228e647289119aec512a97b38,39.619822,2025-10-25 13:49:09.864262,1002608,0.103612
686f9fed-8f07-4d56-9ca3-4e9b1e142e25,0xb84d64e944724520b3d9f0e50f4a88ac,0xf1895769f3ad44a295bec72bb76de59f,257.444193,2025-10-25 13:49:09.864262,1002042,0.373669
a89bd3d7-4ca3-433a-b8bc-2536d1715161,0x777ee17dd4b444efa0199edd46693c42,0x5787fc4747b546ca9c4e099d610cc7dd,243.282077,2025-10-25 13:49:09.864262,1001685,0.362082
9d7f34cb-4f97-475e-8cf7-4761cf867cef,0xd9d3668ead154534ae3865083b0d3904,0xe3bbc228fb544391a5c6099833b83806,31.984744,2025-10-25 13:49:09.864262,1003511,0.081294
f0826075-84ae-4505-83cc-ec0b59821f52,0xcba8c8fa692a44e08089ad2829d26a25,0xfae21141e7e14bae8631123b7535ef66,212.035764,2025-10-25 13:49:09.864262,1002624,0.454534
694d5f33-2c4c-4b3f-b9dc-baec694f0bbf,0x00fe5c59bd9d47ef91faf40389251ae2,0x85e4cd81aab54a5eaceb83d1d792ea56,106.067867,2025-10-25 13:49:09.864262,1002438,0.20092
659b7e5b-f89c-44f0-a725-8de45c64a397,0xb0791cd4803a4ac6b6c483332618c1fb,0x532e823fa83043b0b079abfd5c403341,287.723379,2025-10-25 13:49:09.864262,1000883,0.626892
a8aa4246-b25f-42fa-b6d8-38ab24ae7da9,0x69043cd8f2dd476aa2c694505965ab27,0x52b6e31759cf4aaab95d74635cde8c5e,25.277101,2025-10-25 13:49:09.864262,1001882,0.041214
61fdf8ff-7dd2-4021-9f63-825d984ab6d6,0x880f4e47b43e4ce6956aec5b79082db9,0x82935537c9de4a5cabc9e20cdce1aa70,242.550527,2025-10-25 13:49:09.864262,1004097,0.496514
44c1c1a5-3ca2-4742-9471-7482961533a5,0xbec2610c95b04ebab7bd35dfa8545a7e,0xcd1d4779567f47c1b7cb7d2dc024f87e,67.940714,2025-10-25 13:49:09.864262,1003887,0.084078
6b6be89e-50ed-4a04-a3f6-ac0cfee09285,0x7cf0010d81784a6594461dadc50ecfbe,0x9b6004b7b8ab42bd8bbcdc780c663b79,115.999884,2025-10-25 13:49:09.864262,1002665,0.245436
a8eec62c-be2c-4694-a38f-b75733c6e346,0x3d443bb3bc6e4a1186995427394497ba,0x13b36d2d6b7c4742a56126963188d651,45.727844,2025-10-25 13:49:09.864262,1001877,0.130268
2d63f7fa-a961-4a05-87d8-ba7bb44f215f,0xff343320f8e541a4b89200e2065abbc8,0x3525b32b0f944b0494f1f2aa0a0061ec,11.964595,2025-10-25 13:49:09.864262,1003552,0.018197
8b97ad99-984e-4017-a4ea-1f7684eb74c7,0x822685113b6e46b4b5c339fffcb7f383,0x493e055121d44712a82d340899dde301,162.70055,2025-10-25 13:49:09.864262,1003260,0.477288
1ef023d2-c166-4589-8ce7-9973516e59ed,0xc3965205aa2145138dd1a8c885693a03,0x8b6b3c6fefb04e2596662bf8a281aff3,180.065765,2025-10-25 13:49:09.864262,1001909,0.391381
47506cc0-b7db-494d-a7e1-e2ca1a41b56f,0x4a7d0011634844cf90284ae9cd15bcb4,0x38fa13092bc04669bb2208c25bb99a02,228.571343,2025-10-25 13:49:09.864262,1003302,0.550729
11cdbb9b-724b-4646-9b2c-62bb90b6babb,0xb0c7cebad3774233a82301c062c9223d,0x497a42754c9c4aa8bde6d3a0ad46ebae,112.747724,2025-10-25 13:49:09.864262,1003726,0.325589
7235db19-bc46-4f9c-abc8-4998797af3eb,0xa1f5d5ce8b55473095963fdcce5bb739,0xe7ff2ecadf0f4db0a846ea5f0a114bfc,47.249171,2025-10-25 13:49:09.864262,1002914,0.080342
4a7aadc4-5472-4644-a97a-29b42ca3b6b1,0x28b7882b1e2e4b96a1d8860a6b541eca,0x89ebfd7ceb9943ec8beed1281028f761,161.378415,2025-10-25 13:49:09.864262,1001104,0.311358
04ac2106-76e8-42f9-832d-9131f78fcdf7,0x26777749f48543fa9c1bd4162c406152,0x0252cb4a7ced4dd6aee2910c6675565a,297.591642,2025-10-25 13:49:09.864262,1003158,0.626219
0464aa29-ceaa-4a4c-b3e4-673dbf13b5b2,0xa0a020be451647acac1bb9b642f23794,0x85052f31e7454c28b5756d18a8e8f081,71.383839,2025-10-25 13:49:09.864262,1002910,0.146518
b841e958-31a7-428d-ac21-fec58da37770,0x90b6d940302e4b38ba894ac0f16ffa22,0x2d9d0c078a2c4a00bd40314792a42210,281.740743,2025-10-25 13:49:09.864262,1001105,0.510582
dc7c49bd-50cf-4ab7-a42d-bd3f3f49f694,0x639e1490083343d69493d76dfbfcc137,0x17d261cbad93478ba3aaa563b4f73c2e,215.654313,2025-10-25 13:49:09.864262,1001216,0.487674
dd257554-fd72-45a3-b5ac-82b63abf0e34,0x00b81f2feb434a318588b6025b7d36f4,0xae481529291742cab4f263575c3bcbfb,243.508489,2025-10-25 13:49:09.864262,1001363,0.696032
0d763de6-40f9-42ac-a7b9-c441472d403f,0x05887870684d4536b95630af2e4a1b94,0xd7dacc8a2866464fbe8caa75615067f3,148.458386,2025-10-25 13:49:09.864262,1004597,0.262546
a16350aa-d1e1-4290-8754-97011f64abfd,0xf61faab06de640adb2fe336c92e93220,0xd82c273c49ba43829cbdaea6b746917e,279.359212,2025-10-25 13:49:09.864262,1004519,0.827131
3f22ea6b-90f2-4b6d-b77f-aecff2729f42,0xb50330b493ad46759589a6cd6353ffa2,0xe7c5437983e44d7d93adb612ecc024ed,97.397234,2025-10-25 13:49:09.864262,1004768,0.276092
